"year","common_name","count"
1999,"Eastern Meadowlark",8
1999,"Eastern Phoebe",2
1999,"Eastern Towhee",5
1999,"Eastern Wood-Pewee",4
1999,"Field Sparrow",5
1999,"Gray Catbird",1
1999,"House Finch",9
1999,"House Sparrow",3
1999,"Indigo Bunting",21
1999,"Killdeer",8
1999,"Mourning Dove",11
1999,"Northern Bobwhite",1
1999,"Northern Cardinal",19
1999,"Northern Mockingbird",16
1999,"Orchard Oriole",1
1999,"Ovenbird",1
1999,"Pine Warbler",3
1999,"Red-bellied Woodpecker",2
1999,"Red-eyed Vireo",18
1999,"Red-winged Blackbird",6
1999,"Summer Tanager",4
1999,"Tufted Titmouse",19
1999,"Wood Thrush",5
1999,"Yellow-throated Vireo",1
1999,"American Crow",23
1999,"American Goldfinch",7
1999,"American Robin",3
1999,"Blue Grosbeak",1
1999,"Blue Jay",1
1999,"Blue-gray Gnatcatcher",5
1999,"Brown Thrasher",1
1999,"Canada Goose",4
1999,"Carolina Chickadee",1
1999,"Carolina Wren",18
1999,"Chipping Sparrow",11
1999,"Common Grackle",8
1999,"Downy Woodpecker",1
1999,"Eastern Bluebird",5
1999,"Eastern Meadowlark",6
1999,"Eastern Phoebe",3
1999,"Eastern Towhee",6
1999,"Eastern Wood-Pewee",9
1999,"European Starling",5
1999,"Field Sparrow",7
1999,"Fish Crow",2
1999,"Great Crested Flycatcher",2
1999,"House Sparrow",4
1999,"Indigo Bunting",11
1999,"Killdeer",1
1999,"Mourning Dove",28
1999,"Northern Bobwhite",2
1999,"Northern Cardinal",22
1999,"Northern Mockingbird",5
1999,"Ovenbird",1
1999,"Red-bellied Woodpecker",4
1999,"Red-eyed Vireo",8
1999,"Red-shouldered Hawk",1
1999,"Red-winged Blackbird",1
1999,"Tufted Titmouse",17
1999,"White-breasted Nuthatch",2
1999,"Wood Thrush",7
1999,"Yellow-billed Cuckoo",1
1999,"Yellow-throated Warbler",1
1999,"American Crow",17
1999,"American Goldfinch",12
1999,"American Robin",6
1999,"Barn Swallow",1
1999,"Blue Grosbeak",1
1999,"Blue Jay",7
1999,"Blue-gray Gnatcatcher",5
1999,"Brown-headed Cowbird",4
1999,"Brown-headed Nuthatch",1
1999,"Canada Goose",2
1999,"Carolina Chickadee",20
1999,"Carolina Wren",3
1999,"Chimney Swift",8
1999,"Chipping Sparrow",12
1999,"Common Grackle",14
1999,"Common Yellowthroat",7
1999,"Downy Woodpecker",3
1999,"Eastern Bluebird",3
1999,"Eastern Kingbird",3
1999,"Eastern Meadowlark",1
1999,"Eastern Towhee",2
1999,"Eastern Wood-Pewee",2
1999,"European Starling",1
1999,"Field Sparrow",2
1999,"House Finch",2
1999,"Indigo Bunting",8
1999,"Killdeer",1
1999,"Mourning Dove",12
1999,"Northern Cardinal",31
1999,"Northern Mockingbird",5
1999,"Ovenbird",8
1999,"Pine Warbler",5
1999,"Red-bellied Woodpecker",11
1999,"Red-eyed Vireo",14
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",5
1999,"Tufted Titmouse",9
1999,"Turkey Vulture",1
1999,"White-breasted Nuthatch",3
1999,"Wood Thrush",3
1999,"Yellow-breasted Chat",1
1999,"American Crow",22
1999,"American Goldfinch",3
1999,"American Robin",4
1999,"Barn Swallow",18
1999,"Blue Grosbeak",4
1999,"Blue Jay",12
1999,"Blue-gray Gnatcatcher",9
1999,"Brown Thrasher",2
1999,"Brown-headed Cowbird",2
1999,"Brown-headed Nuthatch",1
1999,"Canada Goose",19
1999,"Carolina Chickadee",6
1999,"Carolina Wren",25
1999,"Chimney Swift",7
1999,"Chipping Sparrow",10
1999,"Common Grackle",15
1999,"Common Yellowthroat",3
1999,"Downy Woodpecker",4
1999,"Eastern Bluebird",10
1999,"Eastern Kingbird",4
1999,"Eastern Meadowlark",4
1999,"Eastern Towhee",1
1999,"Eastern Whip-poor-will",1
1999,"Eastern Wood-Pewee",3
1999,"European Starling",26
1999,"Field Sparrow",3
1999,"Grasshopper Sparrow",1
1999,"Gray Catbird",1
1999,"Great Blue Heron",1
1999,"Great Crested Flycatcher",1
1999,"House Finch",4
1999,"House Sparrow",2
1999,"Indigo Bunting",12
1999,"Killdeer",2
1999,"Mourning Dove",27
1999,"Northern Cardinal",23
1999,"Northern Mockingbird",7
1999,"Ovenbird",2
1999,"Pine Warbler",16
1999,"Red-bellied Woodpecker",9
1999,"Red-eyed Vireo",17
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",5
1999,"Scarlet Tanager",1
1999,"Summer Tanager",1
1999,"Tufted Titmouse",16
1999,"White-eyed Vireo",2
1999,"Wood Thrush",11
1999,"Yellow-billed Cuckoo",3
1999,"Yellow-breasted Chat",1
1999,"Yellow-throated Vireo",1
1999,"Acadian Flycatcher",2
1999,"American Crow",38
1999,"American Goldfinch",13
1999,"American Robin",3
1999,"Blue Grosbeak",12
1999,"Blue Jay",6
1999,"Brown Thrasher",1
1999,"Canada Goose",8
1999,"Carolina Chickadee",19
1999,"Carolina Wren",18
1999,"Chimney Swift",10
1999,"Chipping Sparrow",2
1999,"Common Grackle",40
1999,"Downy Woodpecker",1
1999,"Eastern Bluebird",11
1999,"Eastern Kingbird",1
1999,"Eastern Meadowlark",6
1999,"Eastern Phoebe",13
1999,"Eastern Towhee",8
1999,"Eastern Wood-Pewee",7
1999,"European Starling",21
1999,"Field Sparrow",2
1999,"Gray Catbird",2
1999,"House Finch",1
1999,"Indigo Bunting",4
1999,"Mourning Dove",16
1999,"Northern Cardinal",43
1999,"Northern Mockingbird",9
1999,"Ovenbird",8
1999,"Pine Warbler",10
1999,"Red-bellied Woodpecker",6
1999,"Red-eyed Vireo",8
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",4
1999,"Summer Tanager",3
1999,"Tufted Titmouse",25
1999,"White-breasted Nuthatch",2
1999,"Wood Thrush",7
1999,"Yellow-breasted Chat",1
1999,"American Crow",17
1999,"American Goldfinch",6
1999,"American Robin",22
1999,"Barn Swallow",3
1999,"Blue Grosbeak",3
1999,"Blue Jay",1
1999,"Blue-gray Gnatcatcher",5
1999,"Brown Thrasher",1
1999,"Brown-headed Cowbird",1
1999,"Brown-headed Nuthatch",3
1999,"Canada Goose",4
1999,"Carolina Chickadee",7
1999,"Carolina Wren",18
1999,"Chimney Swift",8
1999,"Chipping Sparrow",6
1999,"Common Grackle",18
1999,"Common Yellowthroat",1
1999,"Downy Woodpecker",1
1999,"Eastern Bluebird",1
1999,"Eastern Meadowlark",1
1999,"Eastern Towhee",13
1999,"Eastern Wood-Pewee",1
1999,"European Starling",36
1999,"Field Sparrow",1
1999,"Fish Crow",2
1999,"Gray Catbird",8
1999,"Great Crested Flycatcher",5
1999,"House Finch",5
1999,"Indigo Bunting",3
1999,"Mourning Dove",7
1999,"Northern Cardinal",48
1999,"Northern Mockingbird",8
1999,"Orchard Oriole",1
1999,"Ovenbird",3
1999,"Pine Warbler",16
1999,"Red-bellied Woodpecker",7
1999,"Red-eyed Vireo",6
1999,"Red-winged Blackbird",5
1999,"Scarlet Tanager",1
1999,"Summer Tanager",5
1999,"Tufted Titmouse",13
1999,"Wood Thrush",5
2000,"Acadian Flycatcher",2
2000,"American Crow",27
2000,"American Goldfinch",2
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",6
2000,"Brown Thrasher",4
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",8
2000,"Carolina Wren",3
2000,"Chimney Swift",8
2000,"Eastern Bluebird",9
2000,"Eastern Towhee",4
2000,"Eastern Whip-poor-will",2
2000,"Eastern Wood-Pewee",3
2000,"European Starling",5
2000,"Great Crested Flycatcher",2
2000,"Hooded Warbler",1
2000,"House Finch",1
2000,"Indigo Bunting",5
2000,"Killdeer",3
2000,"Mourning Dove",10
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",3
2000,"Northern Parula",2
2000,"Ovenbird",5
2000,"Pileated Woodpecker",2
2000,"Pine Warbler",14
2000,"Red-bellied Woodpecker",6
2000,"Red-eyed Vireo",19
2000,"Scarlet Tanager",3
2000,"Tufted Titmouse",13
2000,"Wood Thrush",11
2000,"Yellow-throated Warbler",1
2000,"Acadian Flycatcher",2
2000,"American Crow",16
2000,"American Goldfinch",7
2000,"American Robin",13
2000,"Barn Swallow",1
2000,"Blue Grosbeak",4
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",18
2000,"Brown Thrasher",2
2000,"Brown-headed Cowbird",6
2000,"Carolina Chickadee",13
2000,"Carolina Wren",10
2000,"Chimney Swift",3
2000,"Chipping Sparrow",12
2000,"Common Grackle",4
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",1
2000,"Eastern Kingbird",3
2000,"Eastern Towhee",3
2000,"Eastern Whip-poor-will",6
2000,"Eastern Wood-Pewee",2
2000,"European Starling",10
2000,"Great Blue Heron",1
2000,"Indigo Bunting",9
2000,"Mourning Dove",24
2000,"Northern Cardinal",26
2000,"Northern Mockingbird",1
2000,"Northern Parula",2
2000,"Ovenbird",5
2000,"Pine Warbler",17
2000,"Red-bellied Woodpecker",6
2000,"Red-eyed Vireo",13
2000,"Scarlet Tanager",2
2000,"Summer Tanager",4
2000,"Tufted Titmouse",18
2000,"Wood Thrush",11
2000,"Yellow-billed Cuckoo",3
2000,"Yellow-breasted Chat",5
2000,"Yellow-throated Vireo",1
2000,"Yellow-throated Warbler",1
2000,"American Crow",16
2000,"American Goldfinch",2
2000,"American Robin",8
2000,"Barn Swallow",2
2000,"Blue Grosbeak",10
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",5
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",10
2000,"Carolina Wren",20
2000,"Chimney Swift",4
2000,"Chipping Sparrow",6
2000,"Common Grackle",19
2000,"Common Yellowthroat",2
2000,"Downy Woodpecker",1
2000,"Eastern Bluebird",7
2000,"Eastern Kingbird",2
2000,"Eastern Meadowlark",4
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",2
2000,"Eastern Wood-Pewee",5
2000,"European Starling",2
2000,"Gray Catbird",1
2000,"Great Crested Flycatcher",4
2000,"Indigo Bunting",7
2000,"Killdeer",2
2000,"Mourning Dove",4
2000,"Northern Bobwhite",3
2000,"Northern Cardinal",14
2000,"Northern Mockingbird",4
2000,"Orchard Oriole",5
2000,"Ovenbird",2
2000,"Pine Warbler",13
2000,"Prairie Warbler",2
2000,"Purple Martin",1
2000,"Red-bellied Woodpecker",3
2000,"Red-eyed Vireo",7
2000,"Scarlet Tanager",1
2000,"Summer Tanager",8
2000,"Tufted Titmouse",25
2000,"White-breasted Nuthatch",1
2000,"White-eyed Vireo",1
2000,"Wood Thrush",1
2000,"Yellow-billed Cuckoo",4
2000,"Yellow-breasted Chat",9
2000,"American Crow",30
2000,"American Goldfinch",5
2000,"Barn Swallow",8
2000,"Blue Jay",5
2000,"Blue-gray Gnatcatcher",7
2000,"Brown Thrasher",1
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",6
2000,"Carolina Wren",20
2000,"Chimney Swift",9
2000,"Chipping Sparrow",14
2000,"Common Grackle",6
2000,"Common Yellowthroat",2
2000,"Downy Woodpecker",7
2000,"Eastern Bluebird",9
2000,"Eastern Kingbird",3
2000,"Eastern Meadowlark",4
2000,"Eastern Phoebe",2
2000,"Eastern Towhee",6
2000,"Eastern Whip-poor-will",3
2000,"Eastern Wood-Pewee",4
2000,"Field Sparrow",1
2000,"Great Crested Flycatcher",1
2000,"Hooded Warbler",3
2000,"House Sparrow",6
2000,"Indigo Bunting",14
2000,"Mourning Dove",15
2000,"Northern Bobwhite",4
2000,"Northern Cardinal",18
2000,"Northern Mockingbird",4
2000,"Northern Parula",1
2000,"Ovenbird",4
2000,"Pine Warbler",8
2000,"Prairie Warbler",6
2000,"Red-bellied Woodpecker",3
2000,"Red-eyed Vireo",4
2000,"Red-winged Blackbird",1
2000,"Summer Tanager",3
2000,"Tufted Titmouse",17
2000,"White-breasted Nuthatch",3
2000,"White-eyed Vireo",4
2000,"Wood Thrush",8
2000,"Yellow-breasted Chat",8
2000,"Yellow-throated Vireo",1
2000,"Yellow-throated Warbler",1
2000,"American Crow",27
2000,"American Goldfinch",1
2000,"American Robin",4
2000,"Barn Swallow",8
2000,"Blue Grosbeak",9
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",6
2000,"Brown Thrasher",4
2000,"Brown-headed Cowbird",4
2000,"Carolina Chickadee",4
2000,"Carolina Wren",8
2000,"Chimney Swift",1
2000,"Chipping Sparrow",10
2000,"Common Grackle",2
2000,"Common Yellowthroat",3
2000,"Downy Woodpecker",7
2000,"Eastern Bluebird",15
2000,"Eastern Meadowlark",6
2000,"Eastern Towhee",3
2000,"Eastern Wood-Pewee",15
2000,"European Starling",16
2000,"Field Sparrow",2
2000,"House Finch",7
2000,"Indigo Bunting",7
2000,"Mourning Dove",8
2000,"Northern Cardinal",21
2000,"Northern Mockingbird",5
2000,"Orchard Oriole",5
2000,"Ovenbird",3
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",3
2000,"Red-eyed Vireo",7
2000,"Red-winged Blackbird",1
2000,"Summer Tanager",7
2000,"Tufted Titmouse",10
2000,"Turkey Vulture",1
2000,"White-breasted Nuthatch",1
2000,"Wood Thrush",13
2000,"Yellow-billed Cuckoo",2
2000,"Yellow-breasted Chat",4
2000,"Yellow-throated Vireo",1
2000,"American Crow",53
2000,"American Goldfinch",3
2000,"American Robin",8
2000,"Barn Swallow",1
2000,"Blue Grosbeak",7
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",2
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",3
2000,"Carolina Wren",5
2000,"Chimney Swift",5
2000,"Chipping Sparrow",12
2000,"Common Grackle",30
2000,"Downy Woodpecker",4
2000,"Eastern Bluebird",8
2000,"Eastern Kingbird",2
2000,"Eastern Meadowlark",6
2000,"Eastern Towhee",3
2000,"Eastern Wood-Pewee",11
2000,"European Starling",11
2000,"Indigo Bunting",12
2000,"Killdeer",2
2000,"Mourning Dove",21
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",16
2000,"Pine Warbler",3
2000,"Red-bellied Woodpecker",6
2000,"Red-eyed Vireo",16
2000,"Red-winged Blackbird",7
2000,"Ruby-throated Hummingbird",1
2000,"Scarlet Tanager",2
2000,"Tufted Titmouse",13
2000,"White-breasted Nuthatch",2
2000,"Wood Thrush",13
2000,"Yellow-billed Cuckoo",5
2000,"Acadian Flycatcher",1
2000,"American Crow",33
2000,"American Goldfinch",5
2000,"Barn Swallow",2
2000,"Blue Grosbeak",7
2000,"Blue Jay",6
2000,"Blue-gray Gnatcatcher",15
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",10
2000,"Carolina Wren",13
2000,"Chipping Sparrow",4
2000,"Common Grackle",1
2000,"Common Yellowthroat",6
2000,"Downy Woodpecker",6
2000,"Eastern Bluebird",5
2000,"Eastern Kingbird",2
2000,"Eastern Meadowlark",4
2000,"Eastern Towhee",7
2000,"Eastern Wood-Pewee",7
2000,"European Starling",2
2000,"Field Sparrow",1
2000,"Grasshopper Sparrow",3
2000,"Gray Catbird",1
2000,"Great Crested Flycatcher",1
2000,"Hooded Warbler",3
2000,"Indigo Bunting",23
2000,"Mourning Dove",31
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",21
2000,"Northern Mockingbird",1
2000,"Ovenbird",2
2000,"Pileated Woodpecker",1
2000,"Pine Warbler",10
2000,"Prairie Warbler",4
2000,"Red-bellied Woodpecker",11
2000,"Red-eyed Vireo",30
2000,"Red-shouldered Hawk",1
2000,"Scarlet Tanager",4
2000,"Summer Tanager",3
2000,"Tufted Titmouse",9
2000,"White-breasted Nuthatch",1
2000,"White-eyed Vireo",1
2000,"Wood Thrush",6
2000,"Yellow-billed Cuckoo",7
2000,"Yellow-breasted Chat",15
2000,"Yellow-throated Warbler",1
2000,"Acadian Flycatcher",2
2000,"American Crow",33
2000,"American Goldfinch",10
2000,"American Robin",2
2000,"Barn Swallow",28
2000,"Blue Grosbeak",2
2000,"Blue Jay",6
2000,"Blue-gray Gnatcatcher",8
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",7
2000,"Carolina Wren",4
2000,"Chimney Swift",7
2000,"Chipping Sparrow",9
2000,"Common Grackle",7
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",13
2000,"Eastern Meadowlark",9
2000,"Eastern Phoebe",4
2000,"Eastern Towhee",6
2000,"Eastern Wood-Pewee",1
2000,"Fish Crow",1
2000,"Indigo Bunting",12
2000,"Killdeer",1
2000,"Mourning Dove",22
2000,"Northern Bobwhite",1
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",7
2000,"Ovenbird",6
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",6
2000,"Red-eyed Vireo",20
2000,"Ruby-throated Hummingbird",1
2000,"Scarlet Tanager",1
2000,"Summer Tanager",2
2000,"Tufted Titmouse",12
2000,"Wood Thrush",10
2000,"Yellow-billed Cuckoo",10
2000,"Yellow-breasted Chat",5
2000,"Yellow-throated Vireo",3
2000,"Acadian Flycatcher",3
2000,"American Crow",21
2000,"American Goldfinch",2
2000,"American Robin",2
2000,"Barn Swallow",1
2000,"Blue Grosbeak",5
2000,"Blue Jay",11
2000,"Blue-gray Gnatcatcher",8
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",3
2000,"Carolina Chickadee",12
2000,"Carolina Wren",14
2000,"Chimney Swift",6
2000,"Chipping Sparrow",8
2000,"Common Grackle",1
2000,"Downy Woodpecker",4
2000,"Eastern Bluebird",6
2000,"Eastern Towhee",3
2000,"Fish Crow",2
2000,"Great Blue Heron",1
2000,"Great Crested Flycatcher",4
2000,"Hooded Warbler",1
2000,"House Finch",7
2000,"Indigo Bunting",1
2000,"Killdeer",3
2000,"Mourning Dove",13
2000,"Northern Cardinal",30
2000,"Northern Mockingbird",1
2000,"Northern Parula",2
2000,"Ovenbird",4
2000,"Pine Warbler",11
2000,"Prairie Warbler",1
2000,"Red-bellied Woodpecker",9
2000,"Red-eyed Vireo",10
2000,"Red-winged Blackbird",2
2000,"Ruby-throated Hummingbird",2
2000,"Scarlet Tanager",3
2000,"Summer Tanager",4
2000,"Tufted Titmouse",7
2000,"White-breasted Nuthatch",4
2000,"Wood Thrush",13
2000,"Yellow-billed Cuckoo",6
2000,"Yellow-breasted Chat",2
2000,"Yellow-throated Warbler",1
2000,"American Crow",12
2000,"American Goldfinch",8
2000,"American Robin",6
2000,"Barn Swallow",10
2000,"Blue Jay",2
2000,"Blue-gray Gnatcatcher",21
2000,"Brown Thrasher",2
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",8
2000,"Carolina Wren",4
2000,"Chimney Swift",6
2000,"Chipping Sparrow",7
2000,"Common Grackle",24
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",9
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",4
2000,"Eastern Whip-poor-will",12
2000,"Eastern Wood-Pewee",1
2000,"European Starling",47
2000,"Gray Catbird",2
2000,"Great Crested Flycatcher",1
2000,"Hooded Warbler",1
2000,"Indigo Bunting",5
2000,"Killdeer",3
2000,"Mourning Dove",11
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",19
2000,"Northern Mockingbird",10
2000,"Northern Parula",2
2000,"Pine Warbler",1
2000,"Ruby-throated Hummingbird",1
2000,"Summer Tanager",9
2000,"Tufted Titmouse",6
2000,"Wood Thrush",11
2000,"Yellow-breasted Chat",3
2000,"Yellow-throated Warbler",1
2000,"American Crow",33
2000,"American Robin",1
2000,"Blue Grosbeak",9
2000,"Blue-gray Gnatcatcher",14
2000,"Carolina Wren",4
2000,"Common Grackle",1
2000,"Common Yellowthroat",3
2000,"Eastern Bluebird",5
2000,"Eastern Kingbird",2
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",1
2000,"Eastern Whip-poor-will",1
